"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Cruces-Solís H.; Jing Z.; Babaev O.; Rubin J.; Gür B.; Krueger-Burg D.; Strenzke N.; de Hoz L.","Cruces-Solís, Hugo (35784030100); Jing, Zhizi (55614911500); Babaev, Olga (56715936800); Rubin, Jonathan (57213784591); Gür, Burak (57201669796); Krueger-Burg, Dilja (7103338039); Strenzke, Nicola (12752910700); de Hoz, Livia (6506157664)","35784030100; 55614911500; 56715936800; 57213784591; 57201669796; 7103338039; 12752910700; 6506157664","Auditory midbrain coding of statistical learning that results from discontinuous sensory stimulation","2018","PLoS Biology","16","7","e2005114","","","","15","10.1371/journal.pbio.2005114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051292147&doi=10.1371%2fjournal.pbio.2005114&partnerID=40&md5=d33afebb27bbd537b062194efc98998a","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85051292147"
"Hertrich I.; Dietrich S.; Ackermann H.","Hertrich, Ingo (7003639605); Dietrich, Susanne (57197666018); Ackermann, Hermann (7103112825)","7003639605; 57197666018; 7103112825","Cortical phase locking to accelerated speech in blind and sighted listeners prior to and after training","2018","Brain and Language","185","","","19","29","10","3","10.1016/j.bandl.2018.07.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049858193&doi=10.1016%2fj.bandl.2018.07.002&partnerID=40&md5=c5272f19808ecb5a33ca84b842b3815f","Article","Final","","Scopus","2-s2.0-85049858193"
"Wade N.J.","Wade, Nicholas J. (7102078776)","7102078776","Early studies of binocular and binaural directions","2018","Vision (Switzerland)","2","1","13","","","","0","10.3390/vision2010013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079590945&doi=10.3390%2fvision2010013&partnerID=40&md5=07df0602f30e9ed25180cf1b5e34d307","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85079590945"
"Martinez-Murcia F.J.; Ortiz A.; Gorriz J.M.; Ramirez J.; Lopez-Abarejo P.J.; Lopez-Zamora M.; Luque J.L.","Martinez-Murcia, Francisco J. (55062058300); Ortiz, Andres (18434650900); Gorriz, Juan Manuel (7004736801); Ramirez, Javier (57191694395); Lopez-Abarejo, Pedro Javier (57190735170); Lopez-Zamora, Miguel (36918872800); Luque, Juan Luis (7102403963)","55062058300; 18434650900; 7004736801; 57191694395; 57190735170; 36918872800; 7102403963","EEG Connectivity Analysis Using Denoising Autoencoders for the Detection of Dyslexia","2020","International Journal of Neural Systems","30","7","2050037","","","","25","10.1142/S0129065720500379","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086133572&doi=10.1142%2fS0129065720500379&partnerID=40&md5=6c5e42921f117716a1c44a9fac5ad15a","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85086133572"
"Kreitmair K.V.","Kreitmair, Karola V. (57188703155)","57188703155","Dimensions of Ethical Direct-to-Consumer Neurotechnologies","2019","AJOB Neuroscience","10","4","","152","166","14","52","10.1080/21507740.2019.1665120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073756297&doi=10.1080%2f21507740.2019.1665120&partnerID=40&md5=64c79627986c91b51092d4c45e8debc6","Article","Final","","Scopus","2-s2.0-85073756297"
"Wang J.-K.; Jiang X.; Peng L.; Li X.-M.; An H.-J.; Wen B.-J.","Wang, Jing-Ke (57206675790); Jiang, Xing (55755071300); Peng, Lin (55152059000); Li, Xiao-Ming (56996376800); An, Hong-Jin (57206661338); Wen, Bao-Jian (57193617413)","57206675790; 55755071300; 55152059000; 56996376800; 57206661338; 57193617413","Detection of Neural Activity of Brain Functional Site Based on Microwave Scattering Principle","2019","IEEE Access","7","","8620988","13468","13475","7","13","10.1109/ACCESS.2019.2894128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061828546&doi=10.1109%2fACCESS.2019.2894128&partnerID=40&md5=128ce21c01b49747ac84ed31a7070bd3","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85061828546"
"Derner M.; Dehnen G.; Chaieb L.; Reber T.P.; Borger V.; Surges R.; Staresina B.P.; Mormann F.; Fell J.","Derner, M. (57195527187); Dehnen, G. (57218419601); Chaieb, L. (23567434900); Reber, T.P. (55082999000); Borger, V. (55279386300); Surges, R. (57203921777); Staresina, B.P. (8515031700); Mormann, F. (6603013446); Fell, J. (7103322403)","57195527187; 57218419601; 23567434900; 55082999000; 55279386300; 57203921777; 8515031700; 6603013446; 7103322403","Patterns of single-neuron activity during associative recognition memory in the human medial temporal lobe","2020","NeuroImage","221","","117214","","","","15","10.1016/j.neuroimage.2020.117214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089154579&doi=10.1016%2fj.neuroimage.2020.117214&partnerID=40&md5=0169cc65f799739f887234aa52a762e8","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85089154579"
"Nawaz R.; Nisar H.; Voon Y.V.","Nawaz, Rab (57220361603); Nisar, Humaira (11340183800); Voon, Yap Vooi (23394432400)","57220361603; 11340183800; 23394432400","The effect of music on human brain; Frequency domain and time series analysis using electroencephalogram","2018","IEEE Access","6","","8416667","45191","45205","14","36","10.1109/ACCESS.2018.2855194","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050407278&doi=10.1109%2fACCESS.2018.2855194&partnerID=40&md5=d54979492a4672cb058fb678dd9b0e81","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85050407278"
"Dubinsky E.; Wood E.A.; Nespoli G.; Russo F.A.","Dubinsky, Ella (57212510982); Wood, Emily A. (57211932667); Nespoli, Gabriel (26428835100); Russo, Frank A. (8835880000)","57212510982; 57211932667; 26428835100; 8835880000","Short-Term Choir Singing Supports Speech-in-Noise Perception and Neural Pitch Strength in Older Adults With Age-Related Hearing Loss","2019","Frontiers in Neuroscience","13","","1153","","","","46","10.3389/fnins.2019.01153","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076901914&doi=10.3389%2ffnins.2019.01153&partnerID=40&md5=8d9ad44ddf173f419286520f8dae2644","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85076901914"
"Li J.; Thakor N.; Bezerianos A.","Li, Junhua (36184673200); Thakor, Nitish (7102105011); Bezerianos, Anastasios (7005440300)","36184673200; 7102105011; 7005440300","Brain Functional Connectivity in Unconstrained Walking with and without an Exoskeleton","2020","IEEE Transactions on Neural Systems and Rehabilitation Engineering","28","3","8972473","730","739","9","13","10.1109/TNSRE.2020.2970015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081937015&doi=10.1109%2fTNSRE.2020.2970015&partnerID=40&md5=26f61a6ec440e75ffc78c34a961ae4f6","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85081937015"
"Bell L.; Wagels L.; Neuschaefer-Rube C.; Fels J.; Gur R.E.; Konrad K.","Bell, Laura (57205720147); Wagels, Lisa (56845733100); Neuschaefer-Rube, Christiane (6701810879); Fels, Janina (6701375214); Gur, Raquel E. (7103065698); Konrad, Kerstin (7102334150)","57205720147; 56845733100; 6701810879; 6701375214; 7103065698; 7102334150","The Cross-Modal Effects of Sensory Deprivation on Spatial and Temporal Processes in Vision and Audition: A Systematic Review on Behavioral and Neuroimaging Research since 2000","2019","Neural Plasticity","2019","","9603469","","","","32","10.1155/2019/9603469","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076915643&doi=10.1155%2f2019%2f9603469&partnerID=40&md5=2f4bdde1f9cb833a565a8aad9edf0b96","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85076915643"
"Darbin O.; Hatanaka N.; Takara S.; Kaneko M.; Chiken S.; Naritoku D.; Martino A.; Nambu A.","Darbin, Olivier (6602675051); Hatanaka, Nobuhiko (7003685896); Takara, Sayuki (23968390700); Kaneko, Masaya (57214600346); Chiken, Satomi (6603092883); Naritoku, Dean (7003367103); Martino, Anthony (7102757141); Nambu, Atsushi (16146090000)","6602675051; 7003685896; 23968390700; 57214600346; 6603092883; 7003367103; 7102757141; 16146090000","Local field potential dynamics in the primate cortex in relation to parkinsonism reveled by machine learning: A comparison between the primary motor cortex and the supplementary area","2020","Neuroscience Research","156","","","66","79","13","9","10.1016/j.neures.2020.01.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078843566&doi=10.1016%2fj.neures.2020.01.012&partnerID=40&md5=f7931093984e6003bfb59c06ca862ef0","Article","Final","","Scopus","2-s2.0-85078843566"
"Cai Q.; Gao Z.-K.; Yang Y.-X.; Dang W.-D.; Grebogi C.","Cai, Qing (56816256100); Gao, Zhong-Ke (24921442300); Yang, Yu-Xuan (56526035100); Dang, Wei-Dong (57102963900); Grebogi, Celso (35567145300)","56816256100; 24921442300; 56526035100; 57102963900; 35567145300","Multiplex Limited Penetrable Horizontal Visibility Graph from EEG Signals for Driver Fatigue Detection","2019","International Journal of Neural Systems","29","5","1850057","","","","48","10.1142/S0129065718500570","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061740404&doi=10.1142%2fS0129065718500570&partnerID=40&md5=ddd9c26351174ef22204ad6130bbba1b","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85061740404"
"Rashid U.; Niazi I.K.; Signal N.; Taylor D.","Rashid, Usman (57204359423); Niazi, Imran Khan (56658453700); Signal, Nada (56079751100); Taylor, Denise (37860944700)","57204359423; 56658453700; 56079751100; 37860944700","An EEG experimental study evaluating the performance of Texas instruments ADS1299","2018","Sensors (Switzerland)","18","11","3721","","","","50","10.3390/s18113721","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056068987&doi=10.3390%2fs18113721&partnerID=40&md5=3ccb387eccb14a820126c736e015e6c3","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85056068987"
"Melynyte S.; Pipinis E.; Genyte V.; Voicikas A.; Rihs T.; Griskova-Bulanova I.","Melynyte, Sigita (57191259568); Pipinis, Evaldas (56968029100); Genyte, Vaida (57198887697); Voicikas, Aleksandras (57189071704); Rihs, Tonia (15849643000); Griskova-Bulanova, Inga (8386942500)","57191259568; 56968029100; 57198887697; 57189071704; 15849643000; 8386942500","40 Hz Auditory Steady-State Response: The Impact of Handedness and Gender","2018","Brain Topography","31","3","","419","429","10","12","10.1007/s10548-017-0611-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037364494&doi=10.1007%2fs10548-017-0611-x&partnerID=40&md5=4f4aefd59755d1a1e3d2614c42bb8ef5","Article","Final","","Scopus","2-s2.0-85037364494"
"Derner M.; Chaieb L.; Surges R.; Staresina B.P.; Fell J.","Derner, Marlene (57195527187); Chaieb, Leila (23567434900); Surges, Rainer (57203921777); Staresina, Bernhard P. (8515031700); Fell, Juergen (7103322403)","57195527187; 23567434900; 57203921777; 8515031700; 7103322403","Modulation of item and source memory by auditory beat stimulation: A pilot study with intracranial EEG","2018","Frontiers in Human Neuroscience","12","","500","","","","10","10.3389/fnhum.2018.00500","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059043686&doi=10.3389%2ffnhum.2018.00500&partnerID=40&md5=301f9ef792afe55f1a90dd1aba038b36","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85059043686"
"Sorinas J.; Fernandez-Troyano J.C.; Ferrandez J.M.; Fernandez E.","Sorinas, Jennifer (57194548283); Fernandez-Troyano, Juan C. (57216368909); Ferrandez, Jose Manuel (56268451400); Fernandez, Eduardo (23389210100)","57194548283; 57216368909; 56268451400; 23389210100","Cortical Asymmetries and Connectivity Patterns in the Valence Dimension of the Emotional Brain","2020","International Journal of Neural Systems","30","5","2050021","","","","8","10.1142/S0129065720500215","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083315459&doi=10.1142%2fS0129065720500215&partnerID=40&md5=6562ccf5c18381f3b42355a5531771f5","Article","Final","","Scopus","2-s2.0-85083315459"
"Basu S.; Banerjee B.","Basu, Sandhya (57218375415); Banerjee, Bidisha (57195948744)","57218375415; 57195948744","Prospect of Brainwave Entrainment to Promote Well-Being in Individuals: A Brief Review","2020","Psychological Studies","65","3","","296","306","10","8","10.1007/s12646-020-00555-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088961690&doi=10.1007%2fs12646-020-00555-x&partnerID=40&md5=e13e47716de7f97f75cf1b05cee65e6b","Review","Final","","Scopus","2-s2.0-85088961690"
"Yin J.; Tatone D.; Csibra G.","Yin, Jun (55242885300); Tatone, Denis (56491043100); Csibra, Gergely (6701384037)","55242885300; 56491043100; 6701384037","Giving, but not taking, actions are spontaneously represented as social interactions: Evidence from modulation of lower alpha oscillations","2020","Neuropsychologia","139","","107363","","","","9","10.1016/j.neuropsychologia.2020.107363","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078955030&doi=10.1016%2fj.neuropsychologia.2020.107363&partnerID=40&md5=5b731a94aeb320f85902b69303b0c331","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85078955030"
"Sharpe R.L.S.; Mahmud M.; Kaiser M.S.; Chen J.","Sharpe, Ryan L. S. (57219315150); Mahmud, Mufti (35173453700); Kaiser, M. Shamim (56446362000); Chen, Jianhui (36623396600)","57219315150; 35173453700; 56446362000; 36623396600","Gamma entrainment frequency affects mood, memory and cognition: an exploratory pilot study","2020","Brain Informatics","7","1","17","","","","13","10.1186/s40708-020-00119-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096423588&doi=10.1186%2fs40708-020-00119-9&partnerID=40&md5=f9537d418a2004750bf898ca5aab6599","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85096423588"
"Varella T.T.; Reyes M.B.; Caetano M.S.; de Camargo R.Y.","Varella, Thiago T. (57193384427); Reyes, Marcelo Bussotti (7202844409); Caetano, Marcelo S. (16229309600); de Camargo, Raphael Y. (13105073800)","57193384427; 7202844409; 16229309600; 13105073800","A model for the peak-interval task based on neural oscillation-delimited states","2019","Behavioural Processes","168","","103941","","","","2","10.1016/j.beproc.2019.103941","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072321076&doi=10.1016%2fj.beproc.2019.103941&partnerID=40&md5=d00d4d75709aa7ac35aee5e72ba94be3","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85072321076"
"Eddins A.C.; Ozmeral E.J.; Eddins D.A.","Eddins, Ann Clock (55663912500); Ozmeral, Erol J. (10142296600); Eddins, David A. (6701739273)","55663912500; 10142296600; 6701739273","How aging impacts the encoding of binaural cues and the perception of auditory space","2018","Hearing Research","369","","","79","89","10","34","10.1016/j.heares.2018.05.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047059699&doi=10.1016%2fj.heares.2018.05.001&partnerID=40&md5=b619cd85382220e9be4e4751a39adf0a","Review","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85047059699"
"Petrazzuoli F.; Vestberg S.; Midlöv P.; Thulesius H.; Stomrud E.; Palmqvist S.","Petrazzuoli, Ferdinando (7801418891); Vestberg, Susanna (22939556600); Midlöv, Patrik (8567207000); Thulesius, Hans (55961219600); Stomrud, Erik (17343064300); Palmqvist, Sebastian (25422587800)","7801418891; 22939556600; 8567207000; 55961219600; 17343064300; 25422587800","Brief Cognitive Tests Used in Primary Care Cannot Accurately Differentiate Mild Cognitive Impairment from Subjective Cognitive Decline","2020","Journal of Alzheimer's Disease","75","4","","1073","1082","9","35","10.3233/JAD-191191","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090484358&doi=10.3233%2fJAD-191191&partnerID=40&md5=4b075358082b689b02821a3e37e7ae99","Review","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85090484358"
"Marrufo-Pérez M.I.; Eustaquio-Martín A.; López-Bascuas L.E.; Lopez-Poveda E.A.","Marrufo-Pérez, Miriam I. (57201441974); Eustaquio-Martín, Almudena (14063080000); López-Bascuas, Luis E. (7801519337); Lopez-Poveda, Enrique A. (6602929881)","57201441974; 14063080000; 7801519337; 6602929881","Temporal Effects on Monaural Amplitude-Modulation Sensitivity in Ipsilateral, Contralateral and Bilateral Noise","2018","JARO - Journal of the Association for Research in Otolaryngology","19","2","","147","161","14","11","10.1007/s10162-018-0656-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044831652&doi=10.1007%2fs10162-018-0656-x&partnerID=40&md5=4c2d3e21e25dd4b7ca09245c7b28761f","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85044831652"
"Jaeger M.; Mirkovic B.; Bleichner M.G.; Debener S.","Jaeger, Manuela (56624024900); Mirkovic, Bojana (56728376300); Bleichner, Martin G. (36089082100); Debener, Stefan (6601953065)","56624024900; 56728376300; 36089082100; 6601953065","Decoding the Attended Speaker From EEG Using Adaptive Evaluation Intervals Captures Fluctuations in Attentional Listening","2020","Frontiers in Neuroscience","14","","603","","","","17","10.3389/fnins.2020.00603","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087129484&doi=10.3389%2ffnins.2020.00603&partnerID=40&md5=b834cab74aa28572b02e1982892c0882","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85087129484"
